,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
4810,Ajay Industrial Corporation,3.7,155.0,739.0,5.0,6.0,13.0
4811,Integra Global Solutions,3.5,154.0,1.2,6.0,38.0,5.0
4812,Food Corporation of India,4.1,154.0,696.0,23.0,,13.0
4813,Claritus Management Consulting,4.6,154.0,300.0,4.0,65.0,58.0
4814,Amec Foster Wheeler,3.8,154.0,484.0,6.0,,24.0
4815,Pathfinder Business Analysis,3.5,154.0,981.0,6.0,68.0,17.0
4816,Balasore Alloys,4.1,154.0,705.0,6.0,,23.0
4817,Lifelong India,4.0,154.0,854.0,7.0,,22.0
4818,Kobelco Construction Equipment India,4.3,154.0,898.0,12.0,,23.0
4819,REI Systems,4.5,154.0,356.0,3.0,3.0,45.0
4820,Epson,4.3,154.0,562.0,5.0,,18.0
4821,CIGNEX,3.9,154.0,1.4,6.0,52.0,22.0
4822,Quest Diagnostics,3.5,154.0,899.0,4.0,32.0,24.0
4823,Fernandez Hospital,4.3,154.0,567.0,3.0,,18.0
4824,Godawari Power & Ispat,4.3,154.0,697.0,6.0,,18.0
4825,Cholayil Private Limited,4.2,154.0,622.0,4.0,11.0,20.0
4826,Vedang Radio Technology,4.1,154.0,412.0,4.0,,23.0
4827,GKB RX Lens,4.3,154.0,585.0,4.0,1.0,20.0
4828,Bill Forge,3.8,154.0,611.0,6.0,,11.0
4829,Indian Oil- Adani Gas,3.8,154.0,438.0,5.0,,
4830,AVRA Laboratories,4.0,154.0,668.0,4.0,,19.0
4831,PG Electroplast,4.1,154.0,860.0,9.0,,10.0
4832,Porteck India Infoservices,3.9,154.0,526.0,4.0,,20.0
4833,MARG ERP,3.7,154.0,1.1,9.0,,22.0
4834,The Pride Hotel,4.1,154.0,772.0,4.0,,19.0
4835,Maksat Technologies,3.9,154.0,648.0,6.0,4.0,19.0
4836,HYUNDAI TRANSYS INDIA,4.0,154.0,1.0,13.0,,23.0
4837,Google Pay,4.2,154.0,1.2,24.0,,18.0
4838,Garware Hi-Tech Films,4.1,154.0,884.0,5.0,2.0,16.0
4839,Fraazo,3.4,154.0,663.0,17.0,77.0,15.0
4840,MARG ERP,3.7,154.0,1.1,9.0,,22.0
4841,Oxford University Press,3.8,154.0,985.0,5.0,8.0,19.0
4842,Man Industries,3.8,154.0,959.0,3.0,4.0,18.0
4843,CQRA,4.3,154.0,705.0,9.0,9.0,18.0
4844,Sears IT & Management Services India,3.6,153.0,1.6,6.0,,36.0
4845,AVASOFT,3.4,153.0,883.0,67.0,,23.0
4846,QX,3.7,153.0,994.0,4.0,38.0,28.0
4847,Black & Veatch,4.3,153.0,943.0,11.0,36.0,22.0
4848,JK Agri Genetics,4.1,153.0,399.0,3.0,,18.0
4849,Mashreq Bank,3.2,153.0,1.3,6.0,6.0,18.0
4850,Gem Engserv,3.9,153.0,826.0,14.0,,20.0
4851,SSK Group,3.2,153.0,554.0,4.0,,12.0
4852,MMTC-PAMP,3.5,153.0,784.0,5.0,4.0,27.0
4853,Lamprell,4.1,153.0,331.0,1.0,,25.0
4854,Meneta Automotive Components,3.8,153.0,794.0,10.0,,12.0
4855,Kutch Chemical Industries,4.1,153.0,942.0,13.0,,21.0
4856,KPR Mill,4.0,153.0,831.0,5.0,,13.0
4857,Gautam Solar,3.6,153.0,525.0,15.0,,13.0
4858,Brand Factory,4.5,153.0,666.0,4.0,,17.0
4859,Petronas Lubricants,3.3,153.0,632.0,12.0,8.0,22.0
4860,Kalyan Toll Infrastructure,4.4,153.0,711.0,4.0,2.0,22.0
4861,Manappuram Home Finance,3.9,153.0,681.0,4.0,,11.0
4862,National Mineral Development Corporation,4.4,153.0,758.0,17.0,,30.0
4863,Advantum Health,3.8,153.0,743.0,4.0,7.0,26.0
4864,SYNCHRONIZED SUPPLY SYSTEMS,4.0,153.0,725.0,8.0,2.0,20.0
4865,Hidden Brains InfoTech,3.9,153.0,748.0,4.0,54.0,46.0
4866,Sahajanand Laser Technology,3.6,152.0,804.0,11.0,18.0,28.0
4867,Ambey Mining,3.3,152.0,697.0,18.0,4.0,14.0
4868,99acres,4.0,152.0,925.0,21.0,,24.0
4869,EASi,3.5,152.0,1.2,9.0,,28.0
4870,Videojet Technologies,3.8,152.0,695.0,6.0,10.0,24.0
4871,Skypro Technologies,3.7,152.0,677.0,13.0,38.0,15.0
4872,ANEWA Engineering,3.9,152.0,976.0,2.0,,15.0
4873,Veolia,4.1,152.0,757.0,7.0,1.0,9.0
4874,LUX Industries,3.8,152.0,813.0,3.0,1.0,11.0
4875,SSEM,4.0,152.0,342.0,7.0,,28.0
4876,EGIS,4.3,152.0,616.0,5.0,1.0,17.0
4877,First American Title,3.9,152.0,886.0,3.0,,19.0
4878,Ghatge Patil Industries,4.2,152.0,989.0,2.0,,5.0
4879,Overnite Express,3.6,152.0,538.0,,,9.0
4880,Sahajanand Laser Technology,3.6,152.0,804.0,11.0,18.0,28.0
4881,EASi,3.5,152.0,1.2,9.0,,28.0
4882,Axles India,3.6,152.0,611.0,3.0,,23.0
4883,Timex Group India,4.0,152.0,845.0,3.0,3.0,25.0
4884,EGIS,4.3,152.0,616.0,5.0,1.0,17.0
4885,SSEM,4.0,152.0,342.0,7.0,,28.0
4886,Ambey Mining,3.3,152.0,697.0,18.0,4.0,14.0
4887,Skypro Technologies,3.7,152.0,677.0,13.0,38.0,15.0
4888,ANEWA Engineering,3.9,152.0,976.0,2.0,,15.0
4889,Overnite Express,3.6,152.0,538.0,,,9.0
4890,Crown Solutions,3.5,152.0,1.5,9.0,3.0,3.0
4891,Madras Engineering Industries,4.0,152.0,980.0,5.0,,15.0
4892,Logicon Facility Management,3.7,152.0,691.0,7.0,,10.0
4893,Sv Creditline,3.6,152.0,497.0,3.0,,16.0
4894,Kaveri Seed Company,4.2,152.0,596.0,14.0,,12.0
4895,HCL Infotech,4.1,152.0,825.0,22.0,1.0,32.0
4896,Apollo Medskills,3.8,152.0,557.0,5.0,,21.0
4897,Tata Boeing Aerospace,3.8,152.0,1.1,9.0,7.0,25.0
4898,Parijat Industries (India),4.1,152.0,628.0,6.0,5.0,27.0
4899,BLS International Services,3.5,152.0,689.0,8.0,24.0,12.0
4900,Indo Count Industries,4.1,152.0,993.0,5.0,4.0,16.0
4901,GMM Pfaudler,4.0,151.0,965.0,6.0,,17.0
4902,Manohar Filaments,4.0,151.0,851.0,4.0,6.0,10.0
4903,Synthite Industries,3.9,151.0,764.0,6.0,,14.0
4904,Indus Motors,3.9,151.0,642.0,2.0,,15.0
4905,AIG Business Solution,4.3,151.0,304.0,2.0,3.0,84.0
4906,IDBI Capital,3.6,151.0,844.0,7.0,10.0,14.0
4907,Franco-Indian Pharmaceuticals,3.5,151.0,561.0,6.0,1.0,18.0
4908,LinkedIn,4.3,151.0,1.7,51.0,,20.0
4909,Continuum Managed Services,3.9,151.0,1.1,1.0,64.0,33.0
4910,Development Consultants,3.7,151.0,560.0,5.0,,18.0
4911,Phoenix Contact,4.2,151.0,1.1,13.0,9.0,20.0
4912,Major Brands,3.9,151.0,663.0,1.0,2.0,20.0
4913,cFIRST,4.3,151.0,572.0,3.0,1.0,38.0
4914,Maral Overseas,3.6,151.0,793.0,3.0,16.0,16.0
4915,TATA MEDICAL CENTER,3.9,151.0,514.0,6.0,12.0,25.0
4916,Don Bosco Tech Society,4.2,151.0,359.0,7.0,7.0,26.0
4917,Abellon Clean Energy,3.8,151.0,945.0,4.0,8.0,17.0
4918,Enzen Global Solutions,3.5,151.0,572.0,5.0,77.0,19.0
4919,Jagatjit Industries,4.0,151.0,635.0,3.0,,15.0
4920,Parason Machinery,3.7,151.0,907.0,17.0,9.0,18.0
4921,Vihaan Networks,4.1,151.0,1.0,4.0,2.0,15.0
4922,Supreme Treon,4.2,151.0,876.0,8.0,,20.0
4923,Ga Digital Web Word,3.6,151.0,824.0,4.0,4.0,6.0
4924,NEARBY TECHNOLOGIES,3.7,151.0,768.0,9.0,,23.0
4925,Deejos Engineers & Contractors,5.0,151.0,28.0,1.0,1.0,2.0
4926,Biophore India Pharmaceuticals,3.1,151.0,921.0,7.0,17.0,15.0
4927,D'Decor Home Fabrics,3.9,151.0,1.2,11.0,9.0,13.0
4928,Pittie Group,3.5,151.0,785.0,12.0,6.0,12.0
4929,Uttam Value Steels,4.1,150.0,681.0,11.0,,21.0
4930,Source One Management Services,3.4,150.0,746.0,10.0,,11.0
4931,EFKON INDIA,4.1,150.0,795.0,8.0,,15.0
4932,Allergan,3.9,150.0,722.0,5.0,14.0,29.0
4933,Suminter India Organics,3.8,150.0,788.0,12.0,15.0,16.0
4934,AWC Software,3.9,150.0,1.4,6.0,60.0,23.0
4935,Sterlite Industries,4.4,150.0,767.0,4.0,,22.0
4936,Huron Consulting Group,3.9,150.0,1.6,17.0,26.0,20.0
4937,YouTube,4.5,150.0,636.0,9.0,,13.0
4938,Bss Microfinance,3.8,150.0,519.0,10.0,,14.0
4939,Swaraj Engines,3.4,150.0,588.0,7.0,,16.0
4940,INFRES METHODEX,3.4,150.0,653.0,2.0,,9.0
4941,Ginni Filaments,3.6,150.0,757.0,3.0,,12.0
4942,KK Spun Pipes,3.2,150.0,816.0,7.0,,15.0
4943,Karnataka Bank,3.9,150.0,979.0,28.0,,14.0
4944,Godrej Appliances,3.7,150.0,581.0,6.0,,22.0
4945,GVK Group,4.0,150.0,779.0,6.0,,15.0
4946,Ggs Engineering Services,3.6,150.0,1.2,13.0,5.0,14.0
4947,Clearpack,4.0,150.0,939.0,18.0,2.0,12.0
4948,Msn Pharmachem,4.1,150.0,314.0,8.0,,15.0
4949,J Mitra And Co,3.9,150.0,483.0,10.0,,14.0
4950,Cloudstrats Technologies,3.6,150.0,353.0,12.0,1.0,11.0
4951,Maahi Milk Producer Company,4.4,150.0,489.0,8.0,2.0,24.0
4952,C-quel Management Services,4.3,150.0,187.0,7.0,1.0,85.0
4953,S.S. Kothari Mehta & Co,3.5,150.0,796.0,4.0,,13.0
4954,Hyundai Engineering,4.2,150.0,608.0,11.0,1.0,21.0
4955,Medecins Sans Frontieres,4.2,150.0,343.0,7.0,1.0,5.0
4956,Ephicacy Lifescience Analytics,4.5,150.0,222.0,1.0,5.0,24.0
4957,SRR Projects,3.8,150.0,725.0,4.0,2.0,18.0
4958,Odisha Power Generation Corporation,3.9,150.0,720.0,6.0,,22.0
4959,STT Global Data Centres India,4.3,150.0,915.0,9.0,,17.0
4960,Archwell Operations,3.7,150.0,1.1,8.0,4.0,10.0
4961,TP Central Odisha Distribution,3.8,150.0,439.0,22.0,,15.0
4962,Varite,3.7,150.0,938.0,8.0,96.0,18.0
4963,Jagsonpal Pharmaceuticals,3.6,149.0,572.0,8.0,3.0,16.0
4964,Aspire Home Finance,4.1,149.0,377.0,3.0,,10.0
4965,IndiaCan,4.6,149.0,200.0,3.0,,22.0
4966,Bioseed,4.1,149.0,358.0,6.0,,17.0
4967,Fleet Management,3.9,149.0,605.0,9.0,2.0,18.0
4968,Technofab Engineering,3.9,149.0,654.0,2.0,1.0,22.0
4969,Hidesign,3.2,149.0,919.0,13.0,36.0,17.0
4970,Parker Hannifin,4.0,149.0,923.0,5.0,,16.0
4971,Total Environment Building Systems,3.8,149.0,1.1,10.0,5.0,11.0
4972,Jaypee Hotels,3.6,149.0,589.0,4.0,,30.0
4973,International Flavors & Fragrances,3.9,149.0,1.1,6.0,,24.0
4974,Harita Techserv,3.4,149.0,980.0,11.0,8.0,20.0
4975,Galva Decoparts,4.1,149.0,889.0,8.0,,12.0
4976,RAXA,4.2,149.0,418.0,3.0,1.0,25.0
4977,Dosti Realty,4.0,149.0,819.0,10.0,5.0,18.0
4978,Matix Fertilisers & Chemicals,3.9,149.0,787.0,15.0,3.0,15.0
4979,Quality Council of India,3.7,149.0,1.2,12.0,43.0,25.0
4980,Anand CY Myutec Automotive,4.2,149.0,705.0,3.0,,30.0
4981,Optimus Drugs,3.7,149.0,789.0,4.0,2.0,22.0
4982,Adhunik Metaliks,3.1,149.0,563.0,3.0,,13.0
4983,IIMT Group of Colleges,4.1,149.0,524.0,5.0,,6.0
4984,JGC Corporation,4.4,149.0,461.0,10.0,2.0,17.0
4985,Pacific Cyber Technology,3.8,149.0,809.0,3.0,10.0,12.0
4986,Axis Sales,4.2,149.0,648.0,15.0,,19.0
4987,Altum Credo Home Finance,3.8,149.0,546.0,4.0,2.0,47.0
4988,Manika Plastech Private Limited,4.1,149.0,123.0,7.0,5.0,3.0
4989,Furlenco,3.2,149.0,1.1,10.0,24.0,22.0
4990,O P Jindal Global University,4.1,148.0,707.0,13.0,,26.0
4991,Vakilsearch,3.6,148.0,883.0,3.0,150.0,7.0
4992,Al Fara'a Group,3.2,148.0,471.0,,,20.0
4993,ETV Network,3.8,148.0,553.0,5.0,,26.0
4994,Cerium Systems,3.2,148.0,1.3,21.0,2.0,13.0
4995,Khanna Paper Mills,4.3,148.0,778.0,6.0,1.0,16.0
4996,Sanmar Group,3.7,148.0,782.0,16.0,,14.0
4997,The Indian Express,3.9,148.0,1.1,5.0,2.0,18.0
4998,Turner Construction,4.2,148.0,739.0,4.0,2.0,30.0
4999,Aneja Associates,3.2,148.0,847.0,10.0,17.0,8.0
5000,Vakilsearch,3.6,148.0,883.0,3.0,150.0,7.0
5001,Swelect Energy Systems,4.2,148.0,491.0,11.0,,6.0
5002,Creamy foods,3.8,148.0,686.0,14.0,14.0,14.0
5003,Himalaya Opticals,4.0,148.0,464.0,11.0,,18.0
5004,The Mission Hospital,4.4,148.0,655.0,2.0,,14.0
5005,Orchid Pharma,3.9,148.0,822.0,5.0,5.0,19.0
5006,Nayati Hospital,3.1,148.0,714.0,,,21.0
5007,C DOT,4.1,148.0,1.1,16.0,1.0,19.0
5008,Afflatus Gravures,3.8,148.0,762.0,13.0,,14.0
5009,Kpmg Resource Centre,3.8,148.0,980.0,19.0,,14.0
5010,Ocrolus East,3.5,148.0,620.0,13.0,13.0,12.0
5011,LIXIL,4.0,148.0,752.0,6.0,7.0,16.0
5012,Mfine,3.6,148.0,1.1,18.0,52.0,32.0
5013,Bhansali Engineering Polymers,3.2,148.0,717.0,9.0,2.0,11.0
5014,Laxmi-Agni Components and Forging,3.6,148.0,608.0,7.0,8.0,11.0
5015,Identifyplus Delivery Services,3.6,148.0,368.0,6.0,,9.0
5016,Trane Technologies,4.3,148.0,1.3,13.0,52.0,14.0
5017,Green Gene Enviro Protection And Infrastructure,3.7,148.0,463.0,6.0,,1.0
5018,Linfox Logistics,4.1,148.0,521.0,2.0,2.0,20.0
5019,Z1 Tech,4.3,148.0,248.0,7.0,27.0,12.0
5020,AT&S,4.1,148.0,1.1,6.0,28.0,13.0
5021,Object Technology Solutions,4.0,148.0,1.1,2.0,14.0,8.0
5022,Heavy Engineering Corporation,4.0,147.0,725.0,8.0,,22.0
5023,Unique Engineers,3.7,147.0,781.0,4.0,1.0,16.0
5024,Bull Machines,3.9,147.0,812.0,10.0,1.0,16.0
5025,C.G. Marketing,4.0,147.0,455.0,1.0,,21.0
5026,Tonglit Autogistic,3.9,147.0,796.0,12.0,,15.0
5027,SunMax Auto Engineering,2.5,147.0,711.0,6.0,,23.0
5028,Sims Hospital,4.1,147.0,818.0,8.0,,12.0
5029,Sugam Parivahan,3.8,147.0,593.0,11.0,11.0,13.0
5030,HMSHost,3.8,147.0,572.0,7.0,,20.0
5031,Career Launcher,3.7,147.0,1.0,3.0,17.0,17.0
5032,Cleartrip,3.9,147.0,1.2,7.0,19.0,19.0
5033,Adcock Ingram,3.9,147.0,781.0,5.0,,15.0
5034,IIT Delhi,4.1,147.0,919.0,11.0,3.0,17.0
5035,Code Brew Labs,3.7,147.0,577.0,6.0,3.0,31.0
5036,Vijay Tanks & Vessels,4.2,147.0,630.0,7.0,,19.0
5037,Aia Engineering,4.1,147.0,860.0,9.0,,22.0
5038,Hyderabad Industries,4.3,147.0,569.0,10.0,,27.0
5039,Aditya Birla Money,4.0,147.0,749.0,11.0,1.0,12.0
5040,Wellspring Healthcare,3.7,147.0,489.0,4.0,11.0,21.0
5041,COMSTAR AUTOMOTIVE TECHNOLOGIES,3.6,147.0,1.0,6.0,3.0,32.0
5042,Mytrah Energy,3.6,147.0,636.0,1.0,,18.0
5043,Wingreens Farms,3.8,147.0,722.0,5.0,3.0,16.0
5044,Ivy Mobility Solutions,3.7,147.0,1.6,11.0,4.0,21.0
5045,Red FM 93.5,4.1,147.0,763.0,4.0,1.0,17.0
5046,Maxinfra,4.2,147.0,598.0,10.0,,14.0
5047,Navitas Life Sciences,3.8,147.0,1.2,8.0,10.0,15.0
5048,Hipad Technology India,4.0,147.0,567.0,3.0,,21.0
5049,Vnr Seeds,3.9,147.0,578.0,10.0,8.0,13.0
5050,Umedica Laboratories,3.5,147.0,1.0,6.0,1.0,12.0
5051,Weikfield Foods,3.9,147.0,692.0,6.0,3.0,26.0
5052,Kanakadurga Finance,4.3,147.0,472.0,2.0,,7.0
5053,Garuda Aerospace,4.1,147.0,183.0,7.0,,17.0
5054,ILJIN ELECTRONICS,3.8,147.0,596.0,10.0,,13.0
5055,Daebu Automotive Seat,4.0,147.0,697.0,5.0,,23.0
5056,Dataflow Group,2.9,147.0,820.0,6.0,6.0,36.0
5057,Regalo Kitchens,4.2,147.0,339.0,14.0,9.0,27.0
5058,Euler Motors,3.6,147.0,734.0,10.0,17.0,2.0
5059,IIFL Securities,3.7,147.0,999.0,15.0,2.0,
5060,Girnar Care,3.5,147.0,575.0,9.0,4.0,16.0
5061,KrishTeck Technologies,4.8,147.0,19.0,6.0,,1.0
5062,Lee Pharma,3.9,147.0,944.0,7.0,27.0,16.0
5063,Calpion Software Technologies,3.4,147.0,1.2,5.0,10.0,15.0
5064,Lalitpur Power Generation,4.3,146.0,697.0,4.0,,15.0
5065,Virbac Animal Health,3.6,146.0,373.0,4.0,,18.0
5066,Little Millennium,3.9,146.0,594.0,6.0,8.0,20.0
5067,Maharaja Agrasen Hospital,3.9,146.0,655.0,5.0,2.0,11.0
5068,JAY JAY MILLS,4.2,146.0,709.0,8.0,,20.0
5069,Siddha Group,3.7,146.0,869.0,3.0,3.0,13.0
5070,Dr Oetker,4.1,146.0,711.0,7.0,1.0,15.0
5071,CohnReznick,3.6,146.0,1.1,17.0,6.0,13.0
5072,JMR Infotech,3.9,146.0,1.0,7.0,2.0,33.0
5073,Royal Bank of Scotland International,4.1,146.0,1.8,11.0,,28.0
5074,Algoworks Technologies,3.9,146.0,1.4,14.0,19.0,21.0
5075,Torque Pharmaceuticals,3.8,146.0,606.0,8.0,4.0,10.0
5076,Sutlej Textiles and Industries,3.9,146.0,815.0,3.0,2.0,14.0
5077,Jaslok Hospital and Research Centre,4.2,146.0,704.0,7.0,1.0,18.0
5078,Vivimed Labs,3.7,146.0,858.0,6.0,,15.0
5079,Bhadra International,3.6,146.0,460.0,1.0,,17.0
5080,Merino Laminates,3.8,146.0,629.0,8.0,1.0,17.0
5081,CFlo,4.6,146.0,395.0,6.0,,18.0
5082,Advantage One Tax Consulting,4.1,146.0,500.0,1.0,4.0,17.0
5083,SAP-Concur,3.9,146.0,957.0,1.0,,21.0
5084,RT Network Solutions,3.7,146.0,575.0,6.0,3.0,12.0
5085,Expertise Contracting Company,3.6,146.0,651.0,16.0,,15.0
5086,Praxis home Retail,4.1,146.0,766.0,2.0,3.0,22.0
5087,Hartek Group,4.0,146.0,455.0,3.0,1.0,38.0
5088,SMS Pharmaceuticals,3.7,146.0,777.0,8.0,1.0,13.0
5089,Poonawalla Finance,3.7,146.0,978.0,5.0,2.0,11.0
5090,Revolut,2.9,146.0,1.1,22.0,6.0,5.0
5091,Comcast,4.1,146.0,2.2,28.0,10.0,11.0
5092,Skandhanshi Infra Projects,4.2,146.0,764.0,8.0,13.0,19.0
5093,MUFG Bank,3.7,146.0,1.3,6.0,15.0,9.0
5094,Acute Informatics,3.3,145.0,647.0,3.0,11.0,9.0
5095,MKCL,4.1,145.0,952.0,11.0,1.0,21.0
5096,St. Mary's School,4.0,145.0,537.0,3.0,3.0,17.0
5097,Myk Schomburg,4.2,145.0,620.0,9.0,,21.0
5098,Mold-Tek Technologies,3.5,145.0,910.0,8.0,11.0,17.0
5099,Aurigene Oncology Limited,4.2,145.0,899.0,11.0,1.0,28.0
5100,Macmillan Publishers,4.0,145.0,580.0,4.0,,24.0
5101,Mayfair Hotels & Resorts,4.3,145.0,644.0,6.0,,29.0
5102,GAIN Credit,4.4,145.0,828.0,11.0,4.0,73.0
5103,Invenio Business Solutions,3.2,145.0,1.5,8.0,30.0,18.0
5104,Essel Mining & Industries,4.4,145.0,658.0,4.0,,14.0
5105,NSL Textiles,4.3,145.0,593.0,7.0,,19.0
5106,Olive Bar & Kitchen,4.4,145.0,521.0,4.0,,18.0
5107,Vinculum Solutions,3.2,145.0,1.5,9.0,4.0,23.0
5108,Marquardt,4.0,145.0,1.1,10.0,18.0,25.0
5109,Renewsys India,4.2,145.0,995.0,5.0,7.0,20.0
5110,Privi Organics,3.8,145.0,823.0,7.0,,15.0
5111,Be Well Hospitals,4.3,145.0,346.0,4.0,2.0,17.0
5112,Bilt Graphic Paper Products,3.8,145.0,695.0,7.0,21.0,15.0
5113,Indian School Finance Company,4.5,145.0,662.0,1.0,,21.0
5114,Tokai Imperial Rubber India,4.1,145.0,768.0,11.0,,17.0
5115,Izmo,3.7,145.0,739.0,3.0,11.0,17.0
5116,Xpo Logistics,3.8,145.0,1.2,7.0,2.0,27.0
5117,Gallantt Ispat,3.9,145.0,519.0,9.0,2.0,6.0
5118,Harvest Gold Industries,3.8,145.0,614.0,7.0,,10.0
5119,KEM Hospital,4.2,145.0,575.0,4.0,8.0,13.0
5120,Xpheno,3.5,145.0,883.0,12.0,134.0,8.0
5121,MoreTasks,4.1,145.0,186.0,18.0,,29.0
5122,L&T Buildings & Factories,4.5,145.0,98.0,3.0,,101.0
5123,Asiana Times,4.4,145.0,27.0,10.0,,2.0
5124,Janatics India,4.1,145.0,999.0,9.0,12.0,18.0
5125,XenonStack,2.7,145.0,391.0,14.0,79.0,43.0
5126,Weizmann Forex,3.7,144.0,579.0,,,10.0
5127,Pyro Group,3.7,144.0,382.0,1.0,19.0,12.0
5128,Rushil Decor,4.2,144.0,748.0,11.0,,16.0
5129,Walter Bushnell,3.4,144.0,380.0,12.0,,7.0
5130,Miraj Group,3.8,144.0,784.0,6.0,1.0,14.0
5131,Radiant Polymers,4.6,144.0,587.0,6.0,,12.0
5132,Nahar Industrial Enterprises,3.7,144.0,758.0,6.0,,16.0
5133,SpanIdea,3.2,144.0,1.3,16.0,31.0,19.0
5134,Dynamatic Technologies,3.7,144.0,1.2,10.0,,21.0
5135,NMIMS,4.0,144.0,974.0,15.0,12.0,13.0
5136,UFO Moviez,3.7,144.0,767.0,7.0,14.0,17.0
5137,SAVA Healthcare,4.0,144.0,672.0,10.0,3.0,20.0
5138,SEDER GROUP,4.4,144.0,317.0,4.0,,20.0
5139,Safdarjung Hospital,4.6,144.0,670.0,6.0,,16.0
5140,Ammann Apollo,4.1,144.0,810.0,6.0,,14.0
5141,Safdarjung Hospital,4.6,144.0,670.0,6.0,,16.0
5142,Daelim Industrial Co.,4.6,144.0,136.0,3.0,,28.0
5143,Crest Data Systems,3.5,144.0,1.2,16.0,19.0,11.0
5144,Aster MIMS,4.2,144.0,618.0,2.0,,14.0
5145,Vanesa Care,4.1,144.0,595.0,6.0,,10.0
5146,Successive Technologies,3.6,144.0,1.5,15.0,29.0,14.0
5147,Birla Open Minds International School,3.6,144.0,546.0,8.0,1.0,15.0
5148,Patra India,3.7,144.0,649.0,7.0,,1.0
5149,Intelizign Lifecycle Services,4.1,144.0,1.4,20.0,23.0,
5150,Global Consumer Products,3.9,143.0,538.0,4.0,,18.0
5151,Jindal India Thermal Power,3.7,143.0,808.0,14.0,,18.0
5152,Pramati Technologies,4.3,143.0,2.0,4.0,10.0,22.0
5153,Super Auto India,3.6,143.0,744.0,5.0,,13.0
5154,Ramoji Film City,3.9,143.0,618.0,4.0,,26.0
5155,Masu Brakes,3.7,143.0,739.0,7.0,1.0,32.0
5156,NHPC,4.3,143.0,462.0,7.0,,27.0
5157,Henkel,4.3,143.0,699.0,4.0,,16.0
5158,Taikisha Engineering India,4.0,143.0,1.0,8.0,,20.0
5159,Lawrence & Mayo,3.9,143.0,524.0,11.0,,22.0
5160,Henkel,4.3,143.0,699.0,4.0,,16.0
5161,Jindal India Thermal Power,3.7,143.0,808.0,14.0,,18.0
5162,Pramati Technologies,4.3,143.0,2.0,4.0,10.0,22.0
5163,Pinnacle Industries,4.0,143.0,940.0,2.0,,12.0
5164,Sony India Software Center,4.0,143.0,1.7,20.0,4.0,25.0
5165,CLR Facility Services,4.2,143.0,667.0,5.0,1.0,6.0
5166,Indiafilings,3.1,143.0,769.0,10.0,6.0,7.0
5167,Nova IVI Fertility,4.0,143.0,529.0,7.0,,15.0
5168,Stumpp Schuele & Somappa Springs,3.9,143.0,763.0,6.0,,18.0
5169,Tata Sikorsky Aerospace,4.1,143.0,884.0,6.0,,26.0
5170,St. Joseph's School,4.5,143.0,496.0,5.0,,17.0
5171,Pharmaceutical job,4.0,143.0,1.6,17.0,,13.0
5172,BMW Industries,3.8,143.0,619.0,3.0,,28.0
5173,Wika Instruments India,4.0,143.0,887.0,10.0,,16.0
5174,Flair Writing Instruments,4.3,143.0,749.0,6.0,1.0,21.0
5175,Dahua Technology India Pvt.Ltd.,3.7,143.0,818.0,9.0,1.0,9.0
5176,Health Insurance TPA of India,3.9,143.0,739.0,12.0,,15.0
5177,Adani Electricity,3.8,143.0,955.0,9.0,,15.0
5178,Rama University,3.3,143.0,559.0,8.0,,30.0
5179,Frugal Testing,4.8,143.0,72.0,4.0,1.0,2.0
5180,Rama University,3.3,143.0,559.0,8.0,,30.0
5181,St. Joseph's School,4.5,143.0,496.0,5.0,,17.0
5182,ASK-EHS Engineering & Consultants,3.2,143.0,569.0,6.0,82.0,14.0
5183,Tricon Infra Buildtech pvt.Ltd,3.2,143.0,698.0,10.0,4.0,10.0
5184,Coastal Marine Construction & Engineering,4.4,143.0,705.0,9.0,8.0,15.0
5185,Telstra,4.3,143.0,1.7,20.0,39.0,25.0
5186,Crimson Interactive,3.2,142.0,965.0,11.0,60.0,28.0
5187,Sami-Sabinsa Group,3.4,142.0,1.0,8.0,12.0,20.0
5188,UAE Exchange,4.1,142.0,540.0,5.0,,15.0
5189,Stratosphere IT Services,3.4,142.0,1.2,5.0,7.0,16.0
5190,Dr B Lal Clinical Laboratory,4.5,142.0,353.0,1.0,6.0,22.0
5191,La Renon Healthcare,4.2,142.0,547.0,7.0,2.0,18.0
5192,Hy Gro Chemicals Pharmtek,3.9,142.0,703.0,6.0,2.0,21.0
5193,Phenix Construction Technologies,4.0,142.0,766.0,11.0,,32.0
5194,Incrementors Web Solutions,4.3,142.0,162.0,20.0,5.0,49.0
5195,Siemens PLM Software,4.1,142.0,1.6,7.0,,33.0
5196,Tangoe,3.9,142.0,1.4,5.0,1.0,26.0
5197,Sigma Freudenberg NOK,4.0,142.0,843.0,3.0,,23.0
5198,Viacom18 Media,3.6,142.0,1.3,10.0,43.0,22.0
5199,Db Power,4.4,142.0,647.0,3.0,6.0,23.0
5200,Nippon Konpo,4.0,142.0,517.0,4.0,2.0,11.0
5201,Flatworld Mortgage Processing,3.5,142.0,508.0,4.0,,15.0
5202,Kifs Housing Finance,4.4,142.0,414.0,6.0,1.0,7.0
5203,Sri Ramachandra University,4.2,142.0,632.0,3.0,49.0,16.0
5204,Viacom18 Media,3.6,142.0,1.3,10.0,43.0,22.0
5205,Biesse Manufacturing,4.1,142.0,919.0,14.0,4.0,18.0
5206,Setindiabiz Private Limited,4.5,142.0,137.0,2.0,,4.0
